Time (s);Horizontal Wave Bending Moment (N.m);Vertical Wave Bending Moment (N.m);Torsional Wave Bending Moment  (N.m)
75.8;-3081.9541015625;5464005;1180.56298828125
75.9;-1795.29821777344;4799592;1979.5390625
76;-432.70166015625;4050158;2576.7099609375
76.1;975.50439453125;3240525.5;2956.267578125
76.2;2390.89819335938;2395492.5;3137.974609375
76.3;3780.56323242188;1537108;3168.64501953125
76.4;5116.53369140625;682696.75;3110.36376953125
76.5;6377.5146484375;-155876.0625;3024.81372070313
76.6;7552.54248046875;-971790.5;2960.49609375
76.7;8634.1123046875;-1761756;2940.5205078125
76.8;9624.642578125;-2523791;2960.36767578125
76.9;10521.88671875;-3254900;2987.63916015625
77;11326.80078125;-3949028;2971.41650390625
77.1;12032.8662109375;-4595831;2854.07885742188
77.2;12630.501953125;-5180583;2585.24267578125
77.3;13101.26953125;-5685170;2134.14599609375
77.4;13427.109375;-6090106;1498.65771484375
77.5;13600.6298828125;-6377173;708.09912109375
77.6;13575.748046875;-6532057;-180.34521484375
77.7;13386.900390625;-6546528;-1089.62939453125
77.8;12979.158203125;-6419747;-1936.4521484375
77.9;12342.88671875;-6158900;-2644.095703125
78;11539.224609375;-5777725;-3155.3388671875
78.1;10564.642578125;-5295096;-3440.2158203125
78.2;9457.095703125;-4732399;-3499.1728515625
78.3;8243.765625;-4111202;-3360.1015625
78.4;6952.00537109375;-3451069.5;-3070.6123046875
78.5;5608.53564453125;-2768219.5;-2686.74853515625
78.6;4234.8935546875;-2075285;-2261.1337890625
78.7;2845.07275390625;-1381797.25;-1834.455078125
78.8;1452.75659179688;-695552.25;-1429.09814453125
78.9;70.35791015625;-24200.78515625;-1047.11279296875
79;-1290.49597167969;623296;-675.859252929688
79.1;-2616.07177734375;1235686;-296.122314453125
79.2;-3888.390625;1799392.25;108.56640625
79.3;-5083.9033203125;2299307.5;542.195556640625
79.4;-6179.7412109375;2720537;990.578125
79.5;-7155.4560546875;3050544.5;1419.8798828125
79.6;-7986.55908203125;3281314;1780.0751953125
79.7;-8664.666015625;3411132.5;2014.9287109375
79.8;-9180.376953125;3445425;2072.951171875
79.9;-9547.1376953125;3396385.5;1920.828125
80;-9773.6328125;3281645;1553.0927734375
80.1;-9886.8359375;3121686.5;998.3544921875
80.2;-9909.05078125;2936871;318.47705078125
80.3;-9851.59765625;2744514;-398.753784179688
80.4;-9756.412109375;2556375.5;-1052.09130859375
80.5;-9681.70703125;2377216.5;-1543.134765625
80.6;-9509.958984375;2204708;-1794.50390625
80.7;-9300.201171875;2030881.75;-1763.80041503906
80.8;-9039.6669921875;1844295.75;-1452.2158203125
80.9;-8702.8076171875;1633294.25;-906.377685546875
81;-8280.638671875;1389177;-209.950866699219
81.1;-7769.8212890625;1108790.5;526.2412109375
81.2;-7155.3115234375;796213.125;1186.48046875
81.3;-6452.990234375;463070.4375;1666.10424804688
81.4;-5682.6845703125;127186.3203125;1891.36279296875
81.5;-4871.71923828125;-189645.625;1831.07385253906
81.6;-4051.31713867188;-465098.125;1501.55444335938
81.7;-3254.939453125;-679508.375;963.215576171875
81.8;-2510.14672851563;-819128.625;309.818237304688
81.9;-1810.17065429688;-878058.5;-347.65478515625
82;-1193.37109375;-859212.875;-900.58935546875
82.1;-681.72412109375;-773223.875;-1260.46801757813
82.2;-247.921997070313;-637253.875;-1372.34619140625
82.3;136.089477539063;-471799.125;-1222.47412109375
82.4;493.363647460938;-297682.875;-838.85009765625
82.5;829.010925292969;-133194.65625;-283.955200195313
82.6;1194.7763671875;8076.65625;357.05712890625
82.7;1569.99951171875;118339.5625;991.576293945313
82.8;1963.22290039063;195633.9375;1534.82763671875
82.9;2396.42919921875;242661.15625;1920.52416992188
83;2833.732421875;265234.1875;2109.91650390625
83.1;3294.24365234375;270016.59375;2092.64038085938
83.2;3745.74609375;263104.96875;1883.01708984375
83.3;4183.75;248218.21875;1512.9697265625
83.4;4602.6396484375;226881.5;1023.52978515625
83.5;4993.009765625;198587.6875;453.422424316406
83.6;5330.9931640625;161426.96875;-162.486587524414
83.7;5666.232421875;114230.09375;-797.535766601563
83.8;5957.70361328125;57131.3125;-1433.76745605469
83.9;6200.8125;-7552.9296875;-2053.11010742188
84;6439.20703125;-75077.6953125;-2633.63330078125
84.1;6603.6279296875;-139278.265625;-3144.517578125
84.2;6715.1162109375;-193967.015625;-3542.3291015625
84.3;6742.87109375;-234870.6875;-3773.3466796875
84.4;6692.099609375;-261379.9375;-3779.23974609375
84.5;6555.4716796875;-278021.59375;-3507.01416015625
84.6;6283.6953125;-294414.0625;-2921.8408203125
84.7;6041.7080078125;-325549;-2016.59204101563
84.8;5681.0341796875;-388814.0625;-824.341064453125
84.9;5369.0732421875;-501857.125;582.0205078125
85;5064.2177734375;-679271.875;2091.26220703125
85.1;4796.12890625;-929521.625;3565.14990234375
85.2;4578.5068359375;-1252523;4853.345703125
85.3;4426.34521484375;-1638221.75;5814.24853515625
85.4;4329.07958984375;-2066936;6335.0927734375
85.5;4250.904296875;-2511041.5;6348.427734375
85.6;4170.173828125;-2937839.5;5843.50537109375
85.7;4082.01049804688;-3313414;4868.720703125
85.8;3919.22021484375;-3606512.5;3525.36962890625
85.9;3632.78271484375;-3792249.5;1953.5107421875
86;3251.419921875;-3854688;314.08447265625
86.1;2692.57373046875;-3787595.5;-1235.95849609375
86.2;2044.05126953125;-3594521;-2561.30126953125
86.3;1291.95922851563;-3287173.5;-3566.31591796875
86.4;436.785400390625;-2882515.5;-4203.67578125
86.5;-483.844482421875;-2399833.5;-4474.8310546875
86.6;-1445.87329101563;-1857905.75;-4422.392578125
86.7;-2426.25170898438;-1272766.25;-4119.17626953125
86.8;-3401.41845703125;-656736;-3649.92626953125
86.9;-4355.068359375;-18212.53125;-3096.9189453125
87;-5281.7099609375;636953.25;-2526.02197265625
87.1;-6172.6630859375;1303789.5;-1979.02709960938
87.2;-7018.9775390625;1976199.5;-1472.00146484375
87.3;-7816.892578125;2645111;-1000.12072753906
87.4;-8554.427734375;3297643.5;-546.356079101563
87.5;-9217.123046875;3916987;-92.10107421875
87.6;-9783.5693359375;4483511;371.98876953125
87.7;-10230.49609375;4976721;839.47607421875
87.8;-10536.736328125;5377499;1285.68408203125
87.9;-10683.6494140625;5670759;1669.7587890625
88;-10659.1181640625;5847266;1944.5107421875
88.1;-10458.1884765625;5904630;2064.51025390625
88.2;-10081.216796875;5847405;1999.46533203125
88.3;-9549.0712890625;5685728;1742.14599609375
88.4;-8878.3037109375;5433551;1313.4873046875
88.5;-8099.931640625;5105974;762.1259765625
88.6;-7237.873046875;4716956;157.114501953125
88.7;-6310.00341796875;4277291;-420.824951171875
88.8;-5334.45361328125;3793651;-894.371887207031
88.9;-4329.322265625;3268583;-1201.6904296875
89;-3295.7451171875;2701576.5;-1307.0615234375
89.1;-2236.18530273438;2090962.5;-1206.58166503906
89.2;-1151.62780761719;1436013;-927.659240722656
89.3;-41.3598022460938;739074.75;-522.830444335938
89.4;1083.30712890625;6998.15625;-58.93359375
89.5;2215.76513671875;-748340.875;395.986267089844
89.6;3337.35180664063;-1510558.75;785.099243164063
89.7;4424.47607421875;-2260303.5;1073.05859375
89.8;5453.76318359375;-2977301;1250.64306640625
89.9;6399.4931640625;-3642926.5;1333.69262695313
90;7239.26708984375;-4242205;1357.47204589844
90.1;7958.2236328125;-4765360;1365.10913085938
90.2;8548.873046875;-5208135;1396.22631835938
90.3;9011.2998046875;-5571226;1475.77514648438
90.4;9348.91796875;-5858665;1605.90197753906
90.5;9575.341796875;-6075678;1764.01330566406
90.6;9697.740234375;-6226370;1906.39111328125
90.7;9727.6376953125;-6311788;1976.79418945313
90.8;9656.322265625;-6328912;1919.15991210938
90.9;9501.2900390625;-6270620;1691.7373046875
91;9232.658203125;-6127009;1277.12109375
91.1;8855.7392578125;-5887346;690.837890625
91.2;8354.6982421875;-5542839;-18.87841796875
91.3;7709.74951171875;-5089259;-776.13916015625
91.4;6928.47998046875;-4529118;-1489.72705078125
91.5;6016.4873046875;-3872784;-2068.5146484375
91.6;4989.671875;-3138292;-2437.07861328125
91.7;3877.4736328125;-2349865.5;-2551.123046875
91.8;2714.61328125;-1535417.75;-2405.73046875
91.9;1539.78833007813;-723175.5;-2037.25610351563
92;390.813598632813;61597.5625;-1518.43371582031
92.1;-699.35888671875;799371.25;-945.989624023438
92.2;-1706.90844726563;1478239;-423.860595703125
92.3;-2614.22314453125;2094344;-45.6005859375
92.4;-3420.17626953125;2651054;122.734130859375
92.5;-4131.728515625;3156863.5;52.51953125
92.6;-4761.3466796875;3622445;-242.3505859375
92.7;-5323.466796875;4057699;-707.609130859375
92.8;-5831.9189453125;4468874;-1259.68969726563
92.9;-6292.2587890625;4856935;-1800.69580078125
93;-6710.32177734375;5216691;-2235.16455078125
93.1;-7075.6142578125;5537535;-2486.5615234375
93.2;-7373.6630859375;5805099;-2508.98461914063
93.3;-7591.2783203125;6003662;-2292.41235351563
93.4;-7700.9140625;6118854;-1863.0869140625
93.5;-7748.89208984375;6140219;-1275.80712890625
93.6;-7607.2021484375;6062057;-601.744873046875
93.7;-7348.46533203125;5885106;83.89794921875
93.8;-6966.53125;5615307;715.8623046875
93.9;-6474.53564453125;5262628;1248.138671875
94;-5889.5849609375;4839139;1658.474609375
94.1;-5227.76220703125;4356934;1948.12548828125
94.2;-4507.267578125;3826390;2135.2841796875
94.3;-3738.9306640625;3255258;2247.6416015625
94.4;-2934.35424804688;2648505.5;2311.20751953125
94.5;-2098.93334960938;2009132.75;2342.83447265625
94.6;-1236.55114746094;1339616.5;2345.3525390625
94.7;-350.93701171875;643610.5;2306.81396484375
94.8;551.745971679688;-72466.6953125;2205.81958007813
94.9;1463.154296875;-798449.25;2018.35668945313
95;2367.30859375;-1520343.5;1726.71020507813
95.1;3243.73193359375;-2221070.5;1328.99243164063
95.2;4067.2451171875;-2882197.5;844.07568359375
95.3;4816.48291015625;-3486092.5;312.608154296875
95.4;5468.7646484375;-4018309;-207.0859375
95.5;6003.2802734375;-4469360;-648.798828125
95.6;6411.8974609375;-4835898;-949.67919921875
95.7;6696.22802734375;-5120719;-1063.98193359375
95.8;6862.06787109375;-5331561;-972.95166015625
95.9;6920.0048828125;-5479194;-691.6640625
96;6886.2998046875;-5574617;-268.61279296875
96.1;6779.095703125;-5626520;219.81201171875
96.2;6623.189453125;-5639217;682.93212890625
96.3;6431.1328125;-5611003;1029.33520507813
96.4;6170.748046875;-5534583;1184.94702148438
96.5;5837.89990234375;-5398280;1106.8095703125
96.6;5433.1279296875;-5188238;791.8388671875
96.7;4930.45166015625;-4891520;278.55517578125
96.8;4320.35595703125;-4499162;-358.879150390625
96.9;3591.13500976563;-4008702;-1023.04541015625
97;2748.75268554688;-3425721;-1609.2724609375
97.1;1804.42504882813;-2764074;-2025.0283203125
97.2;781.308410644531;-2044652;-2206.142578125
97.3;-287.758911132813;-1293065;-2128.11499023438
97.4;-1365.26245117188;-536388.25;-1810.2568359375
97.5;-2413.87255859375;200132.3125;-1312.40673828125
97.6;-3397.69653320313;896120.25;-723.566833496094
97.7;-4290.455078125;1538015;-146.407592773438
97.8;-5075.7939453125;2119852;321.452880859375
97.9;-5744.65380859375;2642699.5;603.93212890625
98;-6303.162109375;3112759;659.84228515625
98.1;-6759.32373046875;3538823.5;488.41015625
98.2;-7126.05517578125;3929304;128.349365234375
98.3;-7416.54833984375;4289591;-350.43994140625
98.4;-7640.19580078125;4620343;-860.463134765625
98.5;-7789.712890625;4916650;-1312.73547363281
98.6;-7868.90478515625;5168605;-1631.458984375
98.7;-7864.0087890625;5362891;-1767.28100585938
98.8;-7760.728515625;5485028;-1702.42236328125
98.9;-7537.66796875;5522017;-1451.82763671875
99;-7196.3525390625;5464356;-1057.056640625
99.1;-6732.2294921875;5307908;-576.09912109375
99.2;-6133.7705078125;5054269;-70.59765625
99.3;-5412.9677734375;4710400;404.49267578125
99.4;-4589.18798828125;4287304;810.45068359375
99.5;-3680.28564453125;3798150;1128.646484375
99.6;-2707.03173828125;3256453.5;1359.708984375
99.7;-1691.08117675781;2674339.5;1518.13720703125
99.8;-651.556457519531;2061767;1624.58251953125
99.9;396.533935546875;1426309;1696.77319335938
100;1442.07385253906;774034.25;1743.078125
100.1;2475.82666015625;110764.546875;1758.53076171875
100.2;3488.181640625;-556394.125;1726.07104492188
100.3;4467.10546875;-1217687.75;1621.71704101563
100.4;5397.55078125;-1860041;1422.40222167969
100.5;6260.12451171875;-2467282.5;1116.078125
100.6;7034.9619140625;-3021242.5;709.034790039063
100.7;7696.474609375;-3503635.5;230.446533203125
100.8;8221.6767578125;-3898536.5;-267.91015625
100.9;8586.8046875;-4194695;-717.9716796875
101;8784.5986328125;-4387544;-1045.98681640625
101.1;8813.876953125;-4479959;-1185.9169921875
101.2;8657.3251953125;-4482141;-1094.67236328125
101.3;8392.7138671875;-4409835;-761.66162109375
101.4;8013.265625;-4282330;-216.73193359375
101.5;7583.58154296875;-4118849;471.46337890625
101.6;7076.3046875;-3935472;1202.65063476563
101.7;6547.025390625;-3742800.5;1860.47412109375
101.8;6005.494140625;-3544020.5;2328.53979492188
101.9;5454.6025390625;-3334878.5;2512.49926757813
102;4896.701171875;-3104899.5;2353.17846679688
102.1;4317.4150390625;-2839648;1841.40307617188
102.2;3697.26684570313;-2524218.5;1019.02587890625
102.3;3011.33862304688;-2146445.5;-25.1639404296875
102.4;2245.00341796875;-1700094;-1168.17236328125
102.5;1393.49926757813;-1186765;-2272.216796875
102.6;470.383026123047;-616786.875;-3202.9921875
102.7;-517.326293945313;-8353.765625;-3851.998046875
102.8;-1534.72253417969;614383.875;-4149.23779296875
102.9;-2555.06469726563;1224373.75;-4073.30810546875
103;-3542.74389648438;1794913;-3650.81005859375
103.1;-4458.32666015625;2302823;-2949.537109375
103.2;-5277.64697265625;2730752;-2064.11865234375
103.3;-5977.0693359375;3068489;-1100.93151855469
103.4;-6540.9169921875;3313042;-160.763671875
103.5;-6974.701171875;3467424;675.8759765625
103.6;-7301.14306640625;3538828;1355.46044921875
103.7;-7483.63037109375;3536309.5;1855.2333984375
103.8;-7555.5869140625;3468942.5;2178.47021484375
103.9;-7527.5029296875;3343931.5;2347.927734375
104;-7399.12548828125;3166236;2392.9033203125
104.1;-7179.93603515625;2939076;2341.6162109375
104.2;-6873.810546875;2664626;2211.3857421875
104.3;-6474.9892578125;2346008;2006.244140625
104.4;-5994.4716796875;1988698.25;1719.68310546875
104.5;-5434.568359375;1601778.5;1338.658203125
104.6;-4811.5029296875;1198310;853.65576171875
104.7;-4145.033203125;794800;266.781982421875
104.8;-3458.64599609375;409710.25;-400.41552734375
104.9;-2779.939453125;61239.109375;-1104.97863769531
105;-2129.50390625;-235137;-1784.0224609375
105.1;-1533.69140625;-468894.625;-2362.26318359375
105.2;-1011.43920898438;-636184.375;-2763.37939453125
105.3;-561.314331054688;-740245.875;-2922.9091796875
105.4;-185.858032226563;-791016.5;-2800.8935546875
105.5;101.918701171875;-803291.125;-2390.9599609375
105.6;320.505004882813;-794283;-1723.75659179688
105.7;605.006286621094;-781206.875;-863.639892578125
105.8;803.968505859375;-777632.125;97.1341552734375
105.9;1074.19079589844;-792764.125;1055.80981445313
106;1395.95751953125;-829810;1911.1806640625
106.1;1697.45495605469;-885714.625;2580.02954101563
106.2;2013.49426269531;-953431.125;3009.01953125
106.3;2343.8759765625;-1023283.125;3180.36572265625
106.4;2664.50341796875;-1085621.5;3110.18627929688
106.5;2964.88940429688;-1132978.25;2844.23095703125
106.6;3209.88012695313;-1161634;2443.91455078125
106.7;3437.85400390625;-1171963.25;1975.16662597656
106.8;3652.35864257813;-1168763.75;1493.78845214844
106.9;3718.44995117188;-1158468.5;1034.88549804688
107;3931.1865234375;-1148431.5;612.292846679688
107.1;4028.91137695313;-1143448;213.440063476563
107.2;4152.81103515625;-1145558;-186.967041015625
107.3;4309.9150390625;-1151159.5;-619.395141601563
107.4;4386.029296875;-1152591.5;-1107.20727539063
107.5;4463.2958984375;-1137820.75;-1653.66821289063
107.6;4449.17236328125;-1094069.5;-2236.94580078125
107.7;4383.0419921875;-1009388.75;-2807.779296875
107.8;4221.35986328125;-875895.75;-3295.33984375
107.9;3970.44677734375;-691774.875;-3618.2353515625
108;3621.384765625;-462625.8125;-3700.1689453125
108.1;3188.2705078125;-201272.8125;-3484.740234375
108.2;2697.2216796875;73686.171875;-2949.41357421875
108.3;2173.4482421875;340252.4375;-2113.66088867188
108.4;1627.4892578125;576448.625;-1041.01489257813
108.5;1119.03259277344;763618.5;168.484069824219
108.6;665.683898925781;889094.5;1389.4697265625
108.7;299.949157714844;948388.875;2490.04052734375
108.8;-59.1118774414063;945996;3349.5458984375
108.9;-285.1298828125;893093.5;3879.52197265625
109;-452.682647705078;807436.125;4031.3291015625
109.1;-570.276184082031;709212.75;3806.78173828125
109.2;-663.747314453125;618016.875;3252.48583984375
109.3;-764.908447265625;549973.4375;2453.31298828125
109.4;-945.526977539063;515622.625;1516.03930664063
109.5;-1137.39404296875;518614.6875;553.65185546875
109.6;-1342.32885742188;556074.875;-332.752075195313
109.7;-1569.40893554688;620207.75;-1067.40478515625
109.8;-1772.6396484375;700012.25;-1606.27868652344
109.9;-2019.57641601563;783532.125;-1939.8193359375
110;-2252.19384765625;860636.875;-2086.97338867188
110.1;-2473.0986328125;923984.75;-2086.6728515625
110.2;-2640.15234375;970170.5;-1985.20361328125
110.3;-2770.24584960938;999058.375;-1825.78759765625
110.4;-2869.39453125;1012881.625;-1639.64672851563
110.5;-2995.35693359375;1014480.375;-1442.15087890625
110.6;-3008.59643554688;1006244.5;-1232.17358398438
110.7;-3011.96118164063;987863;-999.665283203125
110.8;-2992.91040039063;956368.75;-730.197143554688
110.9;-2959.76391601563;906232.125;-416.535705566406
111;-2884.2353515625;830468.375;-62.1591796875
111.1;-2771.259765625;722260.125;312.668701171875
111.2;-2609.37670898438;576923.75;674.0302734375
111.3;-2386.8701171875;393524;979.223876953125
111.4;-2108.51611328125;175901.40625;1186.4697265625
111.5;-1782.84057617188;-67197.796875;1264.40454101563
111.6;-1423.06323242188;-323101.625;1200.77770996094
111.7;-1049.42822265625;-576940.125;1008.71801757813
111.8;-682.467346191406;-813904.625;726.893127441406
111.9;-343.894775390625;-1021874.25;414.595031738281
112;-47.7039794921875;-1193248.75;141.310180664063
112.1;204.340209960938;-1326266.25;-26.1527099609375
112.2;406.666381835938;-1424891.25;-37.906982421875
112.3;567.336059570313;-1497832.5;127.387817382813
112.4;699.701293945313;-1556361.25;455.262329101563
112.5;842.202026367188;-1611524.75;895.738525390625
112.6;973.458129882813;-1671411.75;1368.35681152344
112.7;1150.95166015625;-1738776.75;1777.26538085938
112.8;1327.80004882813;-1809444;2025.8466796875
112.9;1525.97912597656;-1872913.5;2036.61853027344
113;1696.48107910156;-1913332.75;1764.57006835938
113.1;1884.32983398438;-1911884.75;1210.91748046875
113.2;2008.82958984375;-1850231.75;421.405822753906
113.3;2041.06298828125;-1714068.5;-514.46142578125
113.4;1980.158203125;-1495726;-1478.69140625
113.5;1813.55200195313;-1196399;-2342.29833984375
113.6;1546.10827636719;-826750.75;-2986.38623046875
113.7;1190.10302734375;-405814.6875;-3319.9873046875
113.8;777.409423828125;41132.8125;-3295.2978515625
113.9;340.189453125;485806;-2915.04833984375
114;-90.5612182617188;900603.5;-2231.28369140625
114.1;-474.773223876953;1262018.25;-1336.861328125
114.2;-774.836791992188;1553105.25;-349.088623046875
114.3;-994.087768554688;1765163.25;607.0625
114.4;-1125.65771484375;1897714;1418.73217773438
114.5;-1148.05078125;1957331.5;2000.62060546875
114.6;-1031.57189941406;1955510;2304.935546875
114.7;-909.585205078125;1906426;2323.626953125
114.8;-741.638427734375;1823635.5;2086.12890625
114.9;-532.625366210938;1718790.75;1649.2705078125
115;-339.149230957031;1600130.75;1084.69116210938
115.1;-141.453857421875;1472139.75;465.749877929688
115.2;42.0643920898438;1336588.5;-143.744354248047
115.3;228.669860839844;1193839;-696.392150878906
115.4;408.126770019531;1044143.25;-1163.5009765625
115.5;571.911560058594;889254.75;-1533.34704589844
115.6;723.601135253906;732968.5;-1804.158203125
115.7;857.672607421875;581287;-1977.97534179688
115.8;964.658386230469;441476.625;-2053.29418945313
115.9;1035.88989257813;320697.375;-2021.71606445313
116;1063.0380859375;224263.0625;-1867.58520507813
116.1;1059.72241210938;154215.375;-1572.345703125
116.2;983.009826660156;108067.046875;-1121.66394042969
116.3;883.649291992188;78922.8359375;-513.838439941406
116.4;762.214965820313;56165.84375;232.518737792969
116.5;665.913879394531;27475.091796875;1073.77368164063
116.6;558.109985351563;-19497.921875;1941.2900390625
116.7;472.499114990234;-93996.96875;2747.45263671875
116.8;443.682556152344;-200275.78125;3396.4921875
116.9;482.643157958984;-336466.625;3798.44140625
117;567.863037109375;-494078.625;3884.10986328125
117.1;689.259643554688;-659213.875;3618.69921875
117.2;835.163940429688;-814735.875;3009.75341796875
117.3;967.471557617188;-942807;2109.49584960938
117.4;1070.80151367188;-1028301.5;1010.20220947266
117.5;1117.81774902344;-1061370.25;-168.542602539063
117.6;1074.58032226563;-1039498;-1296.64282226563
117.7;990.297729492188;-967363.125;-2252.47778320313
117.8;844.036987304688;-857093.625;-2940.0478515625
117.9;664.564575195313;-725967.25;-3303.7470703125
118;466.531005859375;-593393.5;-3332.9931640625
118.1;218.453460693359;-477932.9375;-3063.71484375
118.2;48.1986389160156;-394184.4375;-2566.86767578125
118.3;-83.3588104248047;-350777.8125;-1937.22973632813
118.4;-154.245590209961;-349398.6875;-1272.82885742188
118.5;-242.247894287109;-384905.0625;-661.521118164063
118.6;-278.732421875;-447306.3125;-163.425079345703
118.7;-271.562133789063;-523417.875;193.655578613281
118.8;-262.194732666016;-600145.625;416.147613525391
118.9;-272.009246826172;-666880.5;538.547119140625
119;-303.235900878906;-717333.625;612.187377929688
119.1;-360.939758300781;-750380.5;690.137939453125
119.2;-449.008850097656;-769543.25;813.982177734375
119.3;-560.042236328125;-781617.875;1002.86456298828
119.4;-653.318969726563;-794494.125;1248.08532714844
119.5;-734.78515625;-814487.125;1514.39306640625
119.6;-782.652221679688;-844343;1746.36145019531
119.7;-808.380126953125;-881600.75;1880.54211425781
119.8;-804.178466796875;-918351.75;1861.02758789063
119.9;-785.343505859375;-942161.625;1651.23034667969
120;-738.37158203125;-937938.625;1243.90161132813
